match_id,participantId,skillSlot,time_stamp
KR_5368920426,6,1,534756
KR_5368920426,7,1,540041
KR_5368920426,8,3,553954
KR_5368920426,3,3,562147
KR_5368920426,9,3,592964
KR_5368920426,2,1,596730
KR_5368920426,7,3,599935
KR_5368920426,4,1,619426
KR_5368920426,8,1,636974
KR_5368920426,1,1,641502
KR_5368920426,5,4,650195
KR_5368920426,6,3,653069
KR_5368920426,2,2,673918
KR_5368920426,4,2,679733
KR_5368920426,10,4,682969
KR_5368920426,9,1,712075
KR_5368920426,3,1,718355
KR_5368920426,7,1,719181
KR_5368920426,1,2,721097
KR_5368920426,6,1,750366
KR_5368920426,8,3,769327
KR_5368920426,4,1,801739
KR_5368920426,5,2,815282
KR_5368920426,3,3,822846
KR_5368920426,10,3,824498
KR_5368920426,1,1,839725
KR_5368920426,9,3,848346
KR_5368920426,6,3,857264
KR_5368920426,2,1,866413
KR_5368920426,8,4,884648
KR_5368920426,6,4,923406
KR_5368920426,5,3,929022
KR_5368920426,4,2,934934
KR_5368920426,2,2,944547
KR_5368920426,3,4,946300
KR_5368920426,7,3,954527
KR_5368920426,10,3,1005966
KR_5368920426,9,1,1016438
KR_5368920426,8,3,1032203
KR_5368920426,2,4,1032865
KR_5368920426,1,2,1065203
KR_5368920426,7,4,1071876
KR_5368920426,4,4,1093314
KR_5368920426,5,2,1134079
KR_5368920426,6,3,1143668
KR_5368920426,9,3,1155957
KR_5368920426,10,3,1175053
KR_5368920426,3,3,1195103
KR_5368920426,2,2,1198306
KR_5368920426,1,2,1209706
KR_5383227155,9,1,24468
KR_5383227155,6,3,48100
KR_5383227155,7,1,55289
KR_5383227155,1,1,59098
KR_5383227155,2,3,88100
KR_5383227155,4,1,89125
KR_5383227155,8,1,89192
KR_5383227155,5,1,89721
KR_5383227155,10,1,102519
KR_5383227155,3,2,103544
KR_5383227155,2,1,110963
KR_5383227155,7,2,112889
KR_5383227155,1,2,137205
KR_5383227155,9,1,141905
KR_5383227155,3,3,155938
KR_5383227155,4,2,157597
KR_5383227155,5,3,157895
KR_5383227155,10,2,159321
KR_5383227155,1,3,167143
KR_5383227155,6,1,167674
KR_5383227155,8,3,179453
KR_5383227155,7,3,181539
KR_5383227155,3,1,192558
KR_5383227155,1,1,197966
KR_5383227155,10,1,203674
KR_5383227155,4,1,205934
KR_5383227155,5,2,206034
KR_5383227155,8,2,220717
KR_5383227155,2,2,229394
KR_5383227155,9,1,234957
KR_5383227155,6,2,237076
KR_5383227155,6,1,258322
KR_5383227155,3,2,267617
KR_5383227155,7,1,279690
KR_5383227155,1,1,284227
KR_5383227155,4,3,285483
KR_5383227155,8,1,297025
KR_5383227155,2,2,314517
KR_5383227155,5,2,323905
KR_5383227155,10,3,329069
KR_5383227155,8,1,332607
KR_5383227155,9,2,336055
KR_5383227155,4,1,345554
KR_5383227155,6,1,345983
KR_5383227155,7,1,356216
KR_5383227155,3,2,356646
KR_5383227155,1,2,363889
KR_5383227155,10,1,375393
KR_5383227155,5,2,396669
KR_5383227155,1,1,396834
KR_5383227155,3,4,398914
KR_5383227155,9,1,425297
KR_5383227155,10,4,435884
KR_5383227155,8,4,438624
KR_5383227155,2,2,440442
KR_5383227155,6,4,453916
KR_5383227155,7,4,463362
KR_5383227155,4,4,473411
KR_5383227155,5,4,476623
KR_5383227155,2,4,495350
KR_5383227155,3,2,498556
KR_5383227155,9,3,505519
KR_5383227155,1,2,526104
KR_5383227155,8,1,551563
KR_5383227155,7,1,556418
KR_5383227155,4,1,569462
KR_5383227155,6,1,576618
KR_5383227155,10,1,577047
KR_5383227155,9,1,580318
KR_5383227155,3,1,583825
KR_5383227155,2,2,607293
KR_5383227155,1,1,625471
KR_5383227155,3,2,629307
KR_5383227155,8,3,640924
KR_5383227155,6,3,651969
KR_5383227155,5,2,664176
KR_5383227155,4,3,679997
KR_5383227155,2,1,684823
KR_5383227155,9,3,713483
KR_5383227155,7,2,734794
KR_5383227155,6,1,737940
KR_5383227155,1,2,750706
KR_5383227155,2,2,758030
KR_5383227155,10,2,770378
KR_5383227155,8,1,771273
KR_5383227155,4,1,782240
KR_5383227155,5,3,844398
KR_5383227155,9,1,850944
KR_5383227155,6,3,856907
KR_5383227155,7,1,890161
KR_5383227155,8,3,892347
KR_5383227155,3,1,913444
KR_5383227155,4,3,925580
KR_5383227155,1,1,937432
KR_5383227155,2,1,939751
KR_5383227155,5,2,946181
KR_5383227155,4,4,976062
KR_5383227155,3,4,980294
KR_5383227155,9,3,994833
KR_5383227155,7,2,995461
KR_5383227155,10,1,1028366
KR_5383227155,8,4,1038918
KR_5383227155,6,4,1039713
KR_5383227155,1,2,1060868
KR_5383227155,9,3,1098332
KR_5383227155,4,3,1103764
KR_5383227155,7,4,1123453
KR_5383227155,2,4,1137552
KR_5383227155,8,3,1154137
KR_5383227155,1,2,1185627
KR_5383227155,5,3,1197477
KR_5383227155,4,3,1222330
KR_5383227155,2,1,1243085
KR_5383227155,8,3,1257634
KR_5383227155,3,1,1271111
KR_5383227155,10,2,1273794
KR_5383227155,9,3,1274025
KR_5383227155,1,3,1292067
KR_5383227155,5,4,1297860
KR_5383227155,4,2,1336140
KR_5363269757,4,1,11253
KR_5363269757,9,1,27108
KR_5363269757,3,2,27174
KR_5363269757,2,1,44350
KR_5363269757,7,1,59874
KR_5363269757,8,3,63156
KR_5363269757,5,1,78417
KR_5363269757,10,1,81820
KR_5363269757,6,3,92756
KR_5363269757,3,1,101443
KR_5363269757,7,2,103689
KR_5363269757,1,2,107024
KR_5363269757,8,2,125555
KR_5363269757,2,2,126513
KR_5363269757,9,2,136823
KR_5363269757,10,2,137319
KR_5363269757,6,1,140063
KR_5363269757,3,3,144654
KR_5363269757,1,3,149477
KR_5363269757,4,1,157239
KR_5363269757,5,3,164570
KR_5363269757,6,2,168698
KR_5363269757,1,1,186667
KR_5363269757,8,1,187525
KR_5363269757,6,2,198655
KR_5363269757,10,3,199184
KR_5363269757,9,3,199514
KR_5363269757,2,3,205260
KR_5363269757,5,2,208266
KR_5363269757,1,1,218869
KR_5363269757,7,3,223229
KR_5363269757,2,1,246487
KR_5363269757,8,1,249129
KR_5363269757,4,1,254381
KR_5363269757,5,2,257749
KR_5363269757,7,1,265182
KR_5363269757,6,2,272813
KR_5363269757,9,1,285399
KR_5363269757,8,1,309355
KR_5363269757,1,1,311932
KR_5363269757,10,1,321876
KR_5363269757,3,2,331754
KR_5363269757,2,1,336247
KR_5363269757,9,1,345761
KR_5363269757,6,4,347877
KR_5363269757,4,2,355874
KR_5363269757,5,2,369220
KR_5363269757,1,4,383890
KR_5363269757,8,4,385477
KR_5363269757,10,1,401867
KR_5363269757,7,1,405070
KR_5363269757,9,4,428630
KR_5363269757,2,4,433353
KR_5363269757,8,1,434641
KR_5363269757,3,2,451185
KR_5363269757,6,2,477089
KR_5363269757,4,1,482540
KR_5363269757,2,1,501933
KR_5363269757,1,1,507316
KR_5363269757,8,2,515606
KR_5363269757,7,4,527601
KR_5363269757,5,4,545090
KR_5363269757,3,4,545454
KR_5363269757,9,1,556188
KR_5363269757,4,2,560681
KR_5363269757,6,3,574356
KR_5363269757,2,2,590384
KR_5363269757,10,4,600820
KR_5363269757,8,1,623548
KR_5363269757,7,1,633260
KR_5363269757,1,3,651368
KR_5363269757,6,2,662186
KR_5363269757,5,2,674839
KR_5363269757,3,3,689374
KR_5363269757,10,1,695915
KR_5363269757,9,2,701298
KR_5363269757,6,3,727532
KR_5363269757,2,1,733543
KR_5363269757,7,2,738497
KR_5363269757,3,3,747947
KR_5363269757,8,2,749178
KR_5363269757,4,1,772008
KR_5363269757,1,1,782754
KR_5363269757,7,1,807633
KR_5363269757,9,1,811959
KR_5363269757,10,2,828547
KR_5363269757,5,3,848204
KR_5363269757,6,4,854515
KR_5363269757,8,4,854581
KR_5363269757,10,1,867669
KR_5363269757,7,2,881540
KR_5363269757,3,3,898155
KR_5363269757,1,3,902927
KR_5363269757,9,2,905437
KR_5372271828,7,3,15549
KR_5372271828,4,1,31659
KR_5372271828,10,1,42154
KR_5372271828,3,1,47626
KR_5372271828,9,1,90070
KR_5372271828,2,2,90900
KR_5372271828,1,1,97804
KR_5372271828,6,3,107733
KR_5372271828,7,1,112689
KR_5372271828,5,3,116274
KR_5372271828,8,2,117967
KR_5372271828,2,1,124476
KR_5372271828,1,2,128765
KR_5372271828,3,3,135599
KR_5372271828,6,1,148159
KR_5372271828,9,3,148957
KR_5372271828,10,3,149455
KR_5372271828,2,3,159488
KR_5372271828,1,3,166435
KR_5372271828,8,1,167529
KR_5372271828,4,2,168856
KR_5372271828,3,1,169221
KR_5372271828,5,2,169255
KR_5372271828,8,3,174204
KR_5372271828,6,2,186871
KR_5372271828,1,1,199719
KR_5372271828,9,2,205234
KR_5372271828,3,2,210749
KR_5372271828,7,2,213674
KR_5372271828,6,1,224336
KR_5372271828,5,1,225132
KR_5372271828,4,3,225266
KR_5372271828,10,3,228726
KR_5372271828,8,2,247478
KR_5372271828,3,1,253752
KR_5372271828,6,1,265040
KR_5372271828,7,1,269760
KR_5372271828,1,1,283273
KR_5372271828,8,2,283471
KR_5372271828,2,3,290006
KR_5372271828,9,1,294557
KR_5372271828,6,4,304154
KR_5372271828,4,1,333225
KR_5372271828,10,1,340163
KR_5372271828,3,2,350299
KR_5372271828,7,1,362725
KR_5372271828,5,2,365482
KR_5372271828,8,4,368403
KR_5372271828,9,1,368703
KR_5372271828,2,3,396540
KR_5372271828,1,4,400929
KR_5372271828,7,4,413718
KR_5372271828,3,1,422408
KR_5372271828,1,1,427293
KR_5372271828,6,1,457002
KR_5372271828,4,1,460789
KR_5372271828,8,2,487614
KR_5372271828,2,4,492275
KR_5372271828,9,4,496430
KR_5372271828,7,1,508942
KR_5372271828,3,2,518447
KR_5372271828,5,2,523557
KR_5372271828,1,3,527854
KR_5372271828,10,3,529617
KR_5372271828,6,3,554857
KR_5372271828,10,4,557347
KR_5372271828,2,3,572820
KR_5372271828,3,1,573453
KR_5372271828,8,1,607055
KR_5372271828,7,3,615789
KR_5372271828,4,4,615921
KR_5372271828,9,1,628972
KR_5372271828,1,1,641585
KR_5372271828,6,1,661183
KR_5372271828,5,4,664636
KR_5372271828,2,2,664869
KR_5372271828,7,1,689354
KR_5372271828,10,3,691479
KR_5372271828,3,2,731210
KR_5372271828,1,3,736447
KR_5372271828,4,1,746527
KR_5372271828,8,2,758910
KR_5372271828,9,3,762964
KR_5372271828,1,4,814491
KR_5372271828,2,3,818016
KR_5372271828,4,2,825084
KR_5372271828,5,2,840012
KR_5372271828,3,1,840641
KR_5372271828,6,3,872526
KR_5372271828,8,1,883385
KR_5372271828,7,3,896354
KR_5372271828,10,1,904110
KR_5372271828,1,3,909657
KR_5372271828,9,1,920011
KR_5372271828,4,1,920375
KR_5372271828,2,2,937144
KR_5372271828,5,3,999821
KR_5372271828,4,2,1000386
KR_5372271828,3,2,1001383
KR_5372271828,7,4,1037599
KR_5372271828,1,3,1053674
KR_5372271828,8,4,1055068
KR_5372271828,2,4,1056395
KR_5372271828,6,4,1060150
KR_5372271828,3,2,1109579
KR_5372271828,10,3,1113563
KR_5372514513,4,1,10286
KR_5372514513,5,1,30307
KR_5372514513,10,1,35956
KR_5372514513,2,2,38499
KR_5372514513,9,1,54484
KR_5372514513,7,1,76517
KR_5372514513,8,2,82232
KR_5372514513,3,3,83223
KR_5372514513,6,3,90654
KR_5372514513,7,2,108492
KR_5372514513,2,1,110872
KR_5372514513,1,3,113845
KR_5372514513,3,1,123127
KR_5372514513,8,1,138687
KR_5372514513,9,3,140635
KR_5372514513,1,2,141197
KR_5372514513,7,3,144469
KR_5372514513,4,2,144767
KR_5372514513,10,3,145229
KR_5372514513,5,2,147511
KR_5372514513,6,1,156497
KR_5372514513,8,3,161484
KR_5372514513,2,3,163366
KR_5372514513,1,1,166570
KR_5372514513,6,2,187552
KR_5372514513,5,3,206317
KR_5372514513,3,2,206912
KR_5372514513,4,3,209653
KR_5372514513,1,2,212198
KR_5372514513,9,2,222403
KR_5372514513,6,2,222602
KR_5372514513,7,1,224552
KR_5372514513,8,1,228218
KR_5372514513,10,2,237698
KR_5372514513,2,1,246653
KR_5372514513,3,3,257056
KR_5372514513,1,2,268551
KR_5372514513,6,2,287283
KR_5372514513,8,1,290653
KR_5372514513,4,1,297558
KR_5372514513,9,1,299045
KR_5372514513,1,4,309979
KR_5372514513,3,3,324584
KR_5372514513,5,1,327723
KR_5372514513,6,4,335324
KR_5372514513,2,1,349534
KR_5372514513,10,1,360803
KR_5372514513,7,1,364205
KR_5372514513,8,4,373554
KR_5372514513,4,1,393080
KR_5372514513,9,1,406891
KR_5372514513,1,2,414458
KR_5372514513,5,1,420280
KR_5372514513,6,2,428740
KR_5372514513,3,4,431351
KR_5372514513,2,4,440468
KR_5372514513,10,1,449192
KR_5372514513,8,1,488078
KR_5372514513,1,3,496966
KR_5372514513,4,4,498981
KR_5372514513,6,3,507869
KR_5372514513,5,4,522701
KR_5372514513,10,4,536101
KR_5372514513,2,1,541620
KR_5372514513,3,3,543999
KR_5372514513,9,4,544198
KR_5372514513,7,4,549944
KR_5372514513,8,2,557710
KR_5372514513,9,1,591964
KR_5372514513,4,1,612908
KR_5372514513,7,1,615518
KR_5372514513,1,2,617566
KR_5372514513,3,1,628806
KR_5372514513,6,2,639114
KR_5372514513,10,3,650381
KR_5372514513,2,3,660229
KR_5372514513,8,1,673904
KR_5372514513,5,1,693989
KR_5372514513,4,2,708459
KR_5372514513,9,3,720782
KR_5372514513,6,3,724780
KR_5372514513,1,3,728878
KR_5372514513,3,3,729341
KR_5372514513,8,2,755945
KR_5372514513,7,3,766155
KR_5372514513,7,1,820471
KR_5372514513,2,1,831834
KR_5372514513,4,1,841121
KR_5372514513,3,1,845351
KR_5372514513,6,4,848324
KR_5372514513,7,3,872540
KR_5372514513,1,4,873630
KR_5372514513,9,1,880043
KR_5372514513,10,3,905688
KR_5372514513,8,4,932542
KR_5372514513,2,3,954644
KR_5372514513,3,4,959996
KR_5372514513,1,3,967594
KR_5372514513,4,2,986063
KR_5372514513,6,3,995509
KR_5372514513,5,2,996731
KR_5372514513,9,3,1006476
KR_5372514513,8,2,1035982
KR_5372514513,4,4,1062105
KR_5372514513,2,4,1100790
KR_5372514513,3,1,1105183
KR_5372514513,7,4,1149425
KR_5372514513,10,3,1153091
KR_5372514513,9,4,1158842
KR_5372514513,6,3,1159337
KR_5372514513,8,2,1177113
KR_5372514513,1,1,1200137
KR_5372514513,5,1,1201592
KR_5372514513,4,2,1210576
