match_id,participantId,itemId,time_stamp
KR_5363269757,5,3070,898056
KR_5363269757,7,3153,899278
KR_5363269757,7,2055,904512
KR_5363269757,7,2055,904611
KR_5363269757,6,1043,929134
KR_5363269757,6,3158,929795
KR_5372271828,6,1054,5881
KR_5372271828,9,1036,6412
KR_5372271828,6,2003,6445
KR_5372271828,6,3340,6611
KR_5372271828,9,2003,6877
KR_5372271828,1,1055,7075
KR_5372271828,1,2003,7473
KR_5372271828,1,3340,7639
KR_5372271828,9,1055,8302
KR_5372271828,7,1035,8534
KR_5372271828,9,2003,8700
KR_5372271828,9,3340,8866
KR_5372271828,7,2003,8932
KR_5372271828,10,3850,10155
KR_5372271828,4,1036,10452
KR_5372271828,7,2031,10518
KR_5372271828,7,3364,10783
KR_5372271828,4,2031,10948
KR_5372271828,5,3854,11576
KR_5372271828,5,2003,11874
KR_5372271828,5,2003,12006
KR_5372271828,4,2031,12537
KR_5372271828,3,2033,12537
KR_5372271828,3,3340,12902
KR_5372271828,8,1056,13397
KR_5372271828,4,2003,13896
KR_5372271828,8,2003,13928
KR_5372271828,8,2003,14094
KR_5372271828,4,2003,14127
KR_5372271828,4,2003,14259
KR_5372271828,8,3340,14292
KR_5372271828,10,2003,18331
KR_5372271828,10,2003,18529
KR_5372271828,2,1039,18860
KR_5372271828,2,2031,19225
KR_5372271828,5,3364,43643
KR_5372271828,8,1082,214704
KR_5372271828,8,2031,215203
KR_5372271828,6,3057,215303
KR_5372271828,1,1037,218227
KR_5372271828,1,2031,218925
KR_5372271828,6,2003,222540
KR_5372271828,7,1036,229225
KR_5372271828,3,3070,233549
KR_5372271828,3,1036,234748
KR_5372271828,3,2055,235281
KR_5372271828,5,1001,280151
KR_5372271828,5,2031,280748
KR_5372271828,4,1053,281047
KR_5372271828,5,2055,281080
KR_5372271828,4,1036,281811
KR_5372271828,4,2003,282741
KR_5372271828,1,6029,293659
KR_5372271828,6,1036,302055
KR_5372271828,6,1001,302791
KR_5372271828,6,2031,303290
KR_5372271828,9,3070,309247
KR_5372271828,9,1036,310308
KR_5372271828,9,2031,310641
KR_5372271828,9,2055,310806
KR_5372271828,3,1036,311935
KR_5372271828,8,1052,328511
KR_5372271828,8,1001,329310
KR_5372271828,8,2055,329643
KR_5372271828,10,3067,330902
KR_5372271828,2,3158,400696
KR_5372271828,2,1082,401526
KR_5372271828,2,3364,403553
KR_5372271828,4,1001,404516
KR_5372271828,9,3057,406278
KR_5372271828,6,1028,409031
KR_5372271828,4,1036,410826
KR_5372271828,5,1028,411758
KR_5372271828,5,1029,411990
KR_5372271828,7,6670,423205
KR_5372271828,7,1053,424767
KR_5372271828,10,3364,431010
KR_5372271828,10,4642,434122
KR_5372271828,8,1052,458964
KR_5372271828,1,1001,468657
KR_5372271828,3,3134,470349
KR_5372271828,1,3044,470349
KR_5372271828,3,1001,471014
KR_5372271828,3,1036,471976
KR_5372271828,1,1029,472043
KR_5372271828,3,2055,476164
KR_5372271828,4,3133,482698
KR_5372271828,2,1028,545863
KR_5372271828,2,1028,546095
KR_5372271828,8,3802,568468
KR_5372271828,5,3047,568634
KR_5372271828,8,1028,569165
KR_5372271828,8,3364,574782
KR_5372271828,3,3111,590941
KR_5372271828,7,6673,591973
KR_5372271828,3,1036,592006
KR_5372271828,9,3044,593201
KR_5372271828,3,3364,594197
KR_5372271828,9,1001,594263
KR_5372271828,10,6617,598616
KR_5372271828,6,3044,608782
KR_5372271828,6,1028,611110
KR_5372271828,6,3067,681460
KR_5372271828,4,3057,693348
KR_5372271828,4,1042,694715
KR_5372271828,8,3067,698165
KR_5372271828,1,3047,701419
KR_5372271828,1,6630,702149
KR_5372271828,5,6660,704775
KR_5372271828,1,1036,705406
KR_5372271828,2,6660,707630
KR_5372271828,2,1033,707961
KR_5372271828,2,1029,708294
KR_5372271828,10,1082,716231
KR_5372271828,9,6632,716463
KR_5372271828,10,2055,717594
KR_5372271828,3,6692,719388
KR_5372271828,7,3134,764593
KR_5372271828,5,2055,772788
KR_5372271828,5,2055,772921
KR_5372271828,7,3123,781298
KR_5372271828,7,1036,781530
KR_5372271828,7,2055,782327
KR_5372271828,7,1018,788492
KR_5372271828,7,1036,788757
KR_5372271828,7,1036,788922
KR_5372271828,6,6632,797741
KR_5372271828,6,3364,798637
KR_5372271828,1,3133,824419
KR_5372271828,1,1028,826212
KR_5372271828,1,3364,827408
KR_5372271828,9,3158,845719
KR_5372271828,8,6656,861204
KR_5372271828,8,2055,862398
KR_5372271828,7,1036,871627
KR_5372271828,10,3916,872058
KR_5372271828,2,6662,880825
KR_5372271828,2,1028,883385
KR_5372271828,5,1033,883385
KR_5372271828,4,3508,885210
KR_5372271828,5,2055,885543
KR_5372271828,4,3006,886406
KR_5372271828,2,1029,887598
KR_5372271828,3,3004,888561
KR_5372271828,4,1036,889426
KR_5372271828,4,1036,889559
KR_5372271828,6,1036,903646
KR_5372271828,6,1029,906134
KR_5372271828,9,1036,996308
KR_5372271828,9,1036,996441
KR_5372271828,9,3363,996970
KR_5372271828,7,3035,1025787
KR_5372271828,6,3047,1041948
KR_5372271828,7,3140,1044574
KR_5372271828,7,1038,1045601
KR_5372271828,7,1038,1045733
KR_5372271828,5,6664,1046231
KR_5372271828,7,2420,1046331
KR_5372271828,3,3134,1052545
KR_5372271828,3,3035,1055300
KR_5372271828,3,1036,1055665
KR_5372271828,1,3071,1063970
KR_5372271828,1,3044,1066124
KR_5372271828,1,1028,1067353
KR_5372271828,4,6673,1067915
KR_5372271828,4,2055,1068712
KR_5372271828,4,3363,1069010
KR_5372271828,8,3020,1093264
KR_5372271828,7,6676,1094355
KR_5372271828,8,2055,1094355
KR_5372271828,7,2055,1094719
KR_5372271828,9,3133,1126407
KR_5372271828,9,1036,1126705
KR_5372514513,2,1035,3245
KR_5372514513,8,2033,3245
KR_5372514513,8,3340,3641
KR_5372514513,2,2031,3641
KR_5372514513,5,1054,6883
KR_5372514513,10,3850,7576
KR_5372514513,10,2003,7576
KR_5372514513,10,2003,7576
KR_5372514513,3,1027,8041
KR_5372514513,10,3340,8140
KR_5372514513,4,1036,8239
KR_5372514513,5,3858,8470
KR_5372514513,3,2031,8503
KR_5372514513,4,2003,8635
KR_5372514513,4,2003,8767
KR_5372514513,3,3340,8800
KR_5372514513,4,2003,8932
KR_5372514513,5,2003,9064
KR_5372514513,5,2003,9229
KR_5372514513,1,1036,10716
KR_5372514513,1,2031,11211
KR_5372514513,1,3340,11475
KR_5372514513,7,1039,15176
KR_5372514513,7,2031,16101
KR_5372514513,7,3340,16332
KR_5372514513,6,1054,38565
KR_5372514513,9,1055,38730
KR_5372514513,9,3340,39160
KR_5372514513,6,2003,39226
KR_5372514513,9,2003,39391
KR_5372514513,10,3364,57458
KR_5372514513,2,3364,59673
KR_5372514513,3,3070,96104
KR_5372514513,8,1001,97492
KR_5372514513,3,2055,173341
KR_5372514513,8,3020,242060
KR_5372514513,10,1001,283253
KR_5372514513,10,2031,283682
KR_5372514513,10,2055,284012
KR_5372514513,3,1052,297160
KR_5372514513,3,1082,298483
KR_5372514513,2,3057,299673
KR_5372514513,5,1001,299706
KR_5372514513,5,2055,300135
KR_5372514513,5,2055,300598
KR_5372514513,2,2055,300697
KR_5372514513,4,1053,301655
KR_5372514513,5,3364,302183
KR_5372514513,4,3057,302282
KR_5372514513,5,2003,302513
KR_5372514513,5,2003,302612
KR_5372514513,4,1001,304330
KR_5372514513,9,3070,314472
KR_5372514513,9,1036,315034
KR_5372514513,9,2031,315595
KR_5372514513,9,2055,315927
KR_5372514513,7,3057,318504
KR_5372514513,7,1036,319495
KR_5372514513,7,1001,319924
KR_5372514513,6,3057,321179
KR_5372514513,7,3364,321675
KR_5372514513,6,1001,321972
KR_5372514513,7,2055,323426
KR_5372514513,6,2003,324650
KR_5372514513,1,1037,327426
KR_5372514513,1,1036,331591
KR_5372514513,1,1042,338133
KR_5372514513,3,3802,383729
KR_5372514513,7,1028,383795
KR_5372514513,3,2055,385514
KR_5372514513,8,1082,400414
KR_5372514513,8,1052,400711
KR_5372514513,8,2055,401472
KR_5372514513,8,3364,401769
KR_5372514513,7,3044,475061
KR_5372514513,3,1052,498518
KR_5372514513,9,3057,504764
KR_5372514513,1,6670,525309
KR_5372514513,1,1018,525574
KR_5372514513,1,3364,526135
KR_5372514513,1,1001,528349
KR_5372514513,8,3802,534645
KR_5372514513,8,2055,536662
KR_5372514513,6,3044,544990
KR_5372514513,5,3009,546014
KR_5372514513,5,2055,546542
KR_5372514513,5,2055,546707
KR_5372514513,5,2003,548458
KR_5372514513,5,2003,548590
KR_5372514513,6,2003,549085
KR_5372514513,4,3133,556257
KR_5372514513,4,3006,557743
KR_5372514513,10,3009,560451
KR_5372514513,4,1036,562333
KR_5372514513,4,1036,562465
KR_5372514513,10,1052,562795
KR_5372514513,10,2055,563192
KR_5372514513,4,2055,563423
KR_5372514513,10,1004,566461
KR_5372514513,5,1028,610299
KR_5372514513,5,3067,616576
KR_5372514513,8,2055,617533
KR_5372514513,3,3108,618095
KR_5372514513,3,1052,619614
KR_5372514513,1,6672,642417
KR_5372514513,1,3340,643110
KR_5372514513,2,6632,657912
KR_5372514513,2,2055,658772
KR_5372514513,6,2031,662045
KR_5372514513,6,1028,662607
KR_5372514513,7,6632,735056
KR_5372514513,7,2055,736212
KR_5372514513,4,3133,753268
KR_5372514513,4,3508,753765
KR_5372514513,5,2055,755152
KR_5372514513,5,2055,755284
KR_5372514513,5,1029,756308
KR_5372514513,10,4642,756473
KR_5372514513,10,1028,757928
KR_5372514513,10,2055,758456
KR_5372514513,9,3133,758954
KR_5372514513,9,3158,762686
KR_5372514513,8,1026,769094
KR_5372514513,8,3916,770879
KR_5372514513,1,3006,785322
KR_5372514513,6,6632,791599
KR_5372514513,6,2055,792425
KR_5372514513,3,6653,801410
KR_5372514513,3,3108,803359
KR_5372514513,3,2055,803788
KR_5372514513,3,1052,879018
KR_5372514513,5,2055,924451
KR_5372514513,5,2055,924616
KR_5372514513,8,6655,930726
KR_5372514513,4,1036,933963
KR_5372514513,4,1036,934062
KR_5372514513,7,3047,935119
KR_5372514513,4,2055,936242
KR_5372514513,4,3363,938125
KR_5372514513,6,3047,938225
KR_5372514513,6,3044,939083
KR_5372514513,7,3082,939909
KR_5372514513,10,3067,947837
KR_5372514513,9,3004,948002
KR_5372514513,10,2055,948928
KR_5372514513,9,2055,948928
KR_5372514513,9,3363,949291
KR_5372514513,1,3035,988441
KR_5372514513,1,1018,988672
KR_5372514513,3,3067,1007368
KR_5372514513,7,2055,1025645
KR_5372514513,7,2055,1025777
KR_5372514513,10,2065,1029079
KR_5372514513,10,2055,1033273
KR_5372514513,2,1043,1056557
KR_5372514513,2,3047,1062237
KR_5372514513,2,1037,1065474
KR_5372514513,5,2055,1067423
KR_5372514513,5,2055,1067588
KR_5372514513,5,1033,1068777
KR_5372514513,4,6673,1069801
KR_5372514513,4,2055,1070527
KR_5372514513,3,4629,1073004
KR_5372514513,3,2055,1073995
KR_5372514513,3,3363,1074325
KR_5372514513,8,3041,1077365
KR_5372514513,6,1037,1097087
KR_5372514513,6,1028,1101253
KR_5372514513,5,3105,1161715
KR_5372514513,4,1036,1162244
KR_5372514513,5,2055,1162277
KR_5372514513,3,1026,1167467
KR_5372514513,3,2055,1167863
KR_5372514513,7,1028,1169878
KR_5372514513,7,2055,1170738
KR_5372514513,7,2055,1170870
KR_5372514513,1,3036,1174569
KR_5372514513,10,1052,1177707
KR_5372514513,4,2055,1181175
KR_5372514513,10,2055,1191711
KR_5372514513,6,3053,1194190
KR_5372514513,8,2055,1196370
KR_5372514513,9,3051,1199080
KR_5372514513,6,1028,1199642
KR_5372514513,9,3067,1200269
KR_5372514513,6,2055,1203607
KR_5372514513,2,1053,1204961
KR_5372514513,3,1028,1251776
KR_5372514513,8,1026,1253263
KR_5372514513,4,1036,1254055
KR_5372514513,5,3190,1260736
KR_5372514513,5,2055,1261762
KR_5372514513,8,1026,1266951
KR_5372514513,6,1011,1271442
KR_5372514513,10,3916,1288914
KR_5372514513,2,3153,1289145
KR_5372514513,10,2055,1289839
KR_5372514513,2,2055,1289872
KR_5372514513,7,3143,1296447
KR_5372514513,9,3078,1297504
KR_5372514513,9,1036,1298925
KR_5372514513,9,1036,1299024
KR_5372514513,1,3051,1309564
KR_5372514513,1,1057,1310918
KR_5372514513,6,1057,1334106
KR_5372514513,4,3035,1385685
KR_5372514513,3,1011,1398336
KR_5372514513,2,1036,1411351
KR_5372514513,5,2055,1435828
KR_5372514513,5,2055,1436158
KR_5383687714,7,1035,1955
KR_5383687714,7,2031,2351
KR_5383687714,2,1039,2979
KR_5383687714,2,2031,3474
KR_5383687714,2,3340,3672
KR_5383687714,4,1056,8725
KR_5383687714,4,2003,9088
KR_5383687714,4,2003,9253
KR_5383687714,4,3340,9452
KR_5383687714,5,3854,10541
KR_5383687714,5,2003,10938
KR_5383687714,5,2003,11103
KR_5383687714,5,3340,12756
KR_5383687714,9,1055,14441
KR_5383687714,9,2003,15036
KR_5383687714,9,3340,15201
KR_5383687714,10,2033,15762
KR_5383687714,3,1054,16026
KR_5383687714,3,2003,16423
KR_5383687714,10,3850,16951
KR_5383687714,8,1055,17116
KR_5383687714,8,2003,17116
KR_5383687714,10,2003,17513
KR_5383687714,10,2003,17711
KR_5383687714,10,3340,18041
KR_5383687714,1,1055,20882
KR_5383687714,1,2003,20882
KR_5383687714,1,3340,21410
KR_5383687714,6,1055,38817
KR_5383687714,6,2003,39445
KR_5383687714,10,3364,48197
KR_5383687714,7,3364,72707
KR_5383687714,2,2055,73764
KR_5383687714,2,3364,74227
KR_5383687714,5,1028,79312
KR_5383687714,5,2031,158878
KR_5383687714,10,1001,176619
KR_5383687714,1,2031,177477
KR_5383687714,10,2031,177576
KR_5383687714,1,2055,177874
KR_5383687714,10,2055,180020
KR_5383687714,9,1053,180097
KR_5383687714,9,2003,182310
KR_5383687714,9,2055,182673
KR_5383687714,8,1036,198828
KR_5383687714,8,1036,199092
KR_5383687714,8,2003,200050
KR_5383687714,2,1001,234563
KR_5383687714,2,1082,235521
KR_5383687714,7,3020,242918
KR_5383687714,1,1036,244867
KR_5383687714,8,2031,279774
KR_5383687714,8,2055,280138
KR_5383687714,2,2055,298903
KR_5383687714,9,1036,300688
KR_5383687714,9,1036,300820
KR_5383687714,9,1001,303562
KR_5383687714,5,3044,306736
KR_5383687714,5,2055,307397
KR_5383687714,3,6029,319785
KR_5383687714,3,2031,320644
KR_5383687714,3,2055,321106
KR_5383687714,1,1053,334226
KR_5383687714,4,3070,337859
KR_5383687714,4,1052,338157
KR_5383687714,4,1052,338322
KR_5383687714,10,3158,338553
KR_5383687714,10,1004,339742
KR_5383687714,10,2055,340072
KR_5383687714,6,6029,362497
KR_5383687714,6,1055,367054
KR_5383687714,1,1042,413456
KR_5383687714,5,1028,422942
KR_5383687714,1,1001,423966
KR_5383687714,2,1052,428721
KR_5383687714,2,2055,429216
KR_5383687714,8,6670,432289
KR_5383687714,8,1037,432950
KR_5383687714,4,3802,461385
KR_5383687714,6,3067,466207
KR_5383687714,9,6670,476973
KR_5383687714,7,3145,478262
KR_5383687714,9,3057,478923
KR_5383687714,7,1052,478989
KR_5383687714,5,3067,479451
KR_5383687714,7,1028,479913
KR_5383687714,10,4642,482688
KR_5383687714,9,1036,482919
KR_5383687714,5,1001,482952
KR_5383687714,10,1052,483382
KR_5383687714,10,1028,485594
KR_5383687714,1,1042,547527
KR_5383687714,3,1001,563777
KR_5383687714,3,3044,564668
KR_5383687714,3,1028,564866
KR_5383687714,4,3108,576460
KR_5383687714,5,2055,594628
KR_5383687714,5,2055,594760
KR_5383687714,8,1018,598326
KR_5383687714,6,3044,601331
KR_5383687714,10,3067,604998
KR_5383687714,10,1052,607112
KR_5383687714,10,2055,607574
KR_5383687714,2,3020,617515
KR_5383687714,2,1052,618307
KR_5383687714,2,2055,618704
KR_5383687714,8,6671,620059
KR_5383687714,8,2055,621148
KR_5383687714,4,6653,666101
KR_5383687714,7,1026,666564
KR_5383687714,10,2065,677629
KR_5383687714,5,1037,686316
KR_5383687714,1,3153,687075
KR_5383687714,5,2055,687637
KR_5383687714,2,3802,687967
KR_5383687714,1,1029,689288
KR_5383687714,1,2055,690147
KR_5383687714,5,3364,691303
KR_5383687714,10,1004,692128
KR_5383687714,6,6630,703688
KR_5383687714,3,6630,703919
KR_5383687714,3,1036,704084
KR_5383687714,6,1001,704118
KR_5383687714,6,2055,706265
KR_5383687714,6,3363,706628
KR_5383687714,9,6673,721920
KR_5383687714,9,1042,724727
KR_5383687714,4,3020,758679
KR_5383687714,2,2055,763702
KR_5383687714,10,2055,767202
KR_5383687714,8,3133,768061
KR_5383687714,5,2055,770241
KR_5383687714,5,2055,770373
KR_5383687714,2,2055,770934
KR_5383687714,1,3047,800495
KR_5383687714,1,1036,805350
KR_5383687714,2,1026,853471
KR_5383687714,6,3158,854627
KR_5383687714,7,4636,865163
KR_5383687714,6,1036,865526
KR_5383687714,6,3364,866418
KR_5383687714,7,1052,868169
KR_5383687714,7,1052,868268
KR_5383687714,7,2055,869556
KR_5383687714,9,3508,870415
KR_5383687714,9,3363,871175
KR_5383687714,6,2055,875271
KR_5383687714,6,3363,875866
KR_5383687714,3,3047,887491
KR_5383687714,8,3057,896772
KR_5383687714,10,3114,901765
KR_5383687714,10,2055,903383
KR_5383687714,10,2003,905464
KR_5383687714,5,6630,909196
KR_5383687714,5,2055,909593
KR_5383687714,5,2055,911211
KR_5383687714,1,3044,925843
KR_5383687714,4,3916,927130
KR_5383687714,4,1052,928352
KR_5383687714,4,3363,928815
KR_5383687714,6,3133,969636
KR_5383687714,6,1029,971518
KR_5383687714,10,1052,983638
KR_5383687714,9,3006,985489
KR_5383687714,10,1052,987836
KR_5383687714,9,1037,987869
KR_5383687714,3,3133,988266
KR_5383687714,9,2055,988332
KR_5383687714,3,1018,989785
KR_5383687714,2,6656,992297
KR_5383687714,1,3057,995698
KR_5383687714,2,2055,1037196
KR_5383687714,2,2055,1037361
KR_5383687714,1,1028,1079245
KR_5383687714,4,1058,1083672
KR_5383687714,5,3047,1084729
KR_5383687714,6,3067,1088627
KR_5383687714,6,3364,1090311
KR_5383687714,8,3508,1099560
KR_5383687714,10,2055,1100023
KR_5383687714,9,2420,1101707
KR_5383687714,8,3006,1109236
KR_5383687714,7,4628,1115610
KR_5383687714,7,2420,1116997
KR_5383687714,7,1052,1191891
KR_5383687714,2,3916,1196446
KR_5383687714,2,2055,1196974
KR_5383687714,5,2055,1201170
KR_5383687714,5,2055,1201368
KR_5383687714,5,1028,1202063
KR_5383687714,5,1036,1202262
KR_5383687714,7,2055,1206952
KR_5383687714,4,3003,1224101
KR_5383687714,1,6632,1254819
KR_5383687714,1,1028,1257032
KR_5383687714,5,3044,1268531
KR_5383687714,5,2055,1268927
KR_5383687714,3,3508,1272495
KR_5383687714,3,3086,1275666
KR_5383687714,2,2420,1277286
KR_5383687714,8,3035,1291195
KR_5383687714,2,2055,1294202
KR_5383687714,10,6616,1297604
KR_5383687714,10,3504,1299951
KR_5383687714,9,3031,1300875
KR_5383687714,10,1057,1302527
KR_5383687714,10,1004,1303584
KR_5383687714,10,3114,1305700
KR_5383687714,10,3504,1308605
KR_5383687714,10,2055,1310026
KR_5383687714,10,2055,1310224
KR_5383687714,8,2055,1312304
KR_5383687714,3,1018,1315081
KR_5383687714,3,2055,1315576
KR_5383687714,2,2055,1317557
KR_5383687714,4,3145,1319142
KR_5383687714,6,3071,1329150
KR_5383687714,6,3133,1330075
KR_5383687714,1,3044,1335360
KR_5383687714,1,1028,1336053
KR_5383687714,5,1028,1373979
KR_5383687714,5,2055,1374475
KR_5383687714,3,3133,1394431
KR_5383687714,5,2055,1396314
KR_5383687714,2,2055,1398924
KR_5383687714,9,1038,1412666
KR_5383687714,8,3133,1425051
KR_5383687714,7,3157,1446193
KR_5383687714,7,1028,1447183
KR_5383687714,9,3026,1447547
KR_5383687714,10,3222,1448174
KR_5383687714,9,2055,1449066
KR_5383687714,7,1052,1450389
KR_5383687714,8,3036,1457127
KR_5383687714,5,2055,1473115
KR_5383687714,2,1052,1483982
KR_5383687714,4,1058,1486524
KR_5383687714,1,3053,1505234
KR_5383687714,4,4628,1556138
KR_5383687714,1,1029,1577438
KR_5382270131,7,1035,2115
KR_5382270131,4,1036,2281
KR_5382270131,7,3340,2480
KR_5382270131,3,3340,2546
KR_5382270131,4,2003,2679
KR_5382270131,7,2031,2712
KR_5382270131,4,2003,2844
KR_5382270131,4,2003,3009
KR_5382270131,3,2033,3141
KR_5382270131,4,3340,3174
KR_5382270131,8,1056,4165
KR_5382270131,5,3858,4297
KR_5382270131,8,2003,4694
KR_5382270131,5,2003,4826
KR_5382270131,5,2003,4958
KR_5382270131,8,2003,4991
KR_5382270131,1,3340,6214
KR_5382270131,1,2003,7998
KR_5382270131,1,1054,9420
KR_5382270131,6,1055,10575
KR_5382270131,6,2003,10575
KR_5382270131,6,3340,10906
KR_5382270131,2,1035,12723
KR_5382270131,2,3340,13020
KR_5382270131,2,2031,13251
KR_5382270131,9,1055,19925
KR_5382270131,9,2003,20355
KR_5382270131,9,3340,20553
KR_5382270131,10,3858,30031
KR_5382270131,10,2003,30559
KR_5382270131,10,2003,30790
KR_5382270131,7,3364,54409
KR_5382270131,2,3364,59760
KR_5382270131,5,2055,186417
KR_5382270131,5,3364,186715
KR_5382270131,5,2031,191635
KR_5382270131,9,1053,219549
KR_5382270131,9,2003,221696
KR_5382270131,10,1001,233488
KR_5382270131,10,1029,234282
KR_5382270131,7,1001,234547
KR_5382270131,10,2003,234778
KR_5382270131,7,1036,235637
KR_5382270131,7,2055,236825
KR_5382270131,10,2055,237552
KR_5382270131,10,3364,237982
KR_5382270131,1,1055,238048
KR_5382270131,1,2055,245580
KR_5382270131,1,2031,247033
KR_5382270131,2,1036,256115
KR_5382270131,2,3057,256907
KR_5382270131,2,2055,257371
KR_5382270131,8,1052,271209
KR_5382270131,8,1001,272035
KR_5382270131,8,2003,272992
KR_5382270131,9,1001,273025
KR_5382270131,4,1037,276296
KR_5382270131,4,3134,277518
KR_5382270131,5,1001,283992
KR_5382270131,5,2055,284454
KR_5382270131,8,2003,298193
KR_5382270131,10,3009,311282
KR_5382270131,3,3111,318679
KR_5382270131,3,1082,319736
KR_5382270131,3,2055,320198
KR_5382270131,3,3364,323931
KR_5382270131,6,3070,350356
KR_5382270131,6,3123,351578
KR_5382270131,1,1036,363599
KR_5382270131,1,1029,364028
KR_5382270131,7,1042,366241
KR_5382270131,7,1037,477336
KR_5382270131,8,3802,485400
KR_5382270131,3,1052,515360
KR_5382270131,3,1052,515591
KR_5382270131,4,6670,519520
KR_5382270131,5,3117,528641
KR_5382270131,5,2055,529235
KR_5382270131,10,6660,573903
KR_5382270131,6,3134,575885
KR_5382270131,10,2031,575885
KR_5382270131,10,2055,576182
KR_5382270131,9,6670,577371
KR_5382270131,9,3006,578130
KR_5382270131,8,1028,593621
KR_5382270131,1,1053,594745
KR_5382270131,1,3047,595637
KR_5382270131,2,6632,599732
KR_5382270131,2,2055,600789
KR_5382270131,7,6029,604785
KR_5382270131,7,3051,605016
KR_5382270131,4,1036,605578
KR_5382270131,4,3006,681096
KR_5382270131,5,3067,681724
KR_5382270131,5,2055,682153
KR_5382270131,5,1004,683310
KR_5382270131,6,1036,704982
KR_5382270131,9,6673,705147
KR_5382270131,9,1036,705941
KR_5382270131,6,2055,706205
KR_5382270131,10,6662,707428
KR_5382270131,10,2055,708385
KR_5382270131,9,1018,710137
KR_5382270131,7,1028,728735
KR_5382270131,7,3158,737095
KR_5382270131,1,1043,746776
KR_5382270131,4,1018,747932
KR_5382270131,1,1037,748394
KR_5382270131,1,3364,749122
KR_5382270131,8,3020,756918
KR_5382270131,3,3802,774655
KR_5382270131,6,3047,775084
KR_5382270131,3,1026,776010
KR_5382270131,3,2055,776737
KR_5382270131,2,3047,778356
KR_5382270131,2,1036,779877
KR_5382270131,2,1028,780042
KR_5382270131,2,2055,780979
KR_5382270131,5,2055,808099
KR_5382270131,8,3067,818276
KR_5382270131,6,1053,841927
KR_5382270131,1,3153,847706
KR_5382270131,1,1036,849127
KR_5382270131,6,3363,849424
KR_5382270131,2,3044,851637
KR_5382270131,2,1028,854048
KR_5382270131,2,2055,854675
KR_5382270131,7,3067,861412
KR_5382270131,3,6655,863395
KR_5382270131,3,1052,864055
KR_5382270131,7,3363,870132
KR_5382270131,4,6671,878225
KR_5382270131,9,3134,885425
KR_5382270131,9,2055,886615
KR_5382270131,9,3363,886946
KR_5382270131,4,1037,887442
KR_5382270131,5,4642,892891
KR_5382270131,4,3363,898242
KR_5382270131,10,1028,898704
KR_5382270131,10,1011,899431
KR_5382270131,10,3076,900124
KR_5382270131,10,2055,901323
KR_5382270131,7,6631,936170
KR_5382270131,5,2065,980101
KR_5382270131,5,2055,980466
KR_5382270131,5,2055,980598
KR_5382270131,3,4630,1028834
KR_5382270131,3,1026,1029628
KR_5382270131,4,6676,1032236
KR_5382270131,2,3044,1036795
KR_5382270131,2,2055,1037554
KR_5382270131,8,6656,1039503
KR_5382270131,10,2055,1040064
KR_5382270131,10,2055,1040295
KR_5382270131,8,1052,1044125
KR_5382270131,9,6676,1071174
KR_5382270131,9,2055,1071801
KR_5382270131,1,3044,1104961
KR_5382270131,1,3057,1105688
KR_5382270131,6,6692,1115334
KR_5382270131,7,1011,1119066
KR_5382270131,7,3067,1123689
KR_5382270131,7,1028,1153498
KR_5382270131,3,3135,1160072
KR_5382270131,3,1052,1161492
KR_5382270131,6,2055,1162747
KR_5382270131,3,2055,1163276
KR_5382270131,3,2139,1166646
KR_5363442675,8,1056,2491
KR_5363442675,8,3340,2756
KR_5363442675,1,1055,3053
KR_5363442675,8,2003,3086
KR_5363442675,8,2003,3219
KR_5363442675,1,2003,3549
KR_5363442675,1,3340,3714
KR_5363442675,2,1035,4738
KR_5363442675,3,1055,4804
KR_5363442675,2,2031,5367
KR_5363442675,3,2003,5433
KR_5363442675,2,3340,5565
KR_5363442675,7,1035,5961
KR_5363442675,7,2031,6324
KR_5363442675,10,3858,6654
KR_5363442675,10,2003,7680
KR_5363442675,4,1055,7878
KR_5363442675,10,2003,7911
KR_5363442675,4,2003,8209
KR_5363442675,4,3340,8374
KR_5363442675,6,2003,13070
KR_5363442675,5,3858,13732
KR_5363442675,9,1036,13964
KR_5363442675,6,1054,14063
KR_5363442675,5,3340,14096
KR_5363442675,5,2003,14327
KR_5363442675,5,2003,14459
KR_5363442675,6,3340,14459
KR_5363442675,9,2003,14525
KR_5363442675,9,2003,14657
KR_5363442675,9,3340,14988
KR_5363442675,9,2003,18887
KR_5363442675,9,3364,46976
KR_5363442675,4,2031,139803
KR_5363442675,4,2055,140861
KR_5363442675,3,2031,157221
KR_5363442675,3,2055,157617
KR_5363442675,5,2055,165088
KR_5363442675,5,1028,165517
KR_5363442675,5,3364,165914
KR_5363442675,8,1082,198709
KR_5363442675,8,1001,199072
KR_5363442675,9,1053,222341
KR_5363442675,4,1036,223927
KR_5363442675,5,3067,226834
KR_5363442675,5,2031,227329
KR_5363442675,10,1001,236546
KR_5363442675,10,2055,236976
KR_5363442675,10,2003,237506
KR_5363442675,10,3364,237902
KR_5363442675,8,3158,241671
KR_5363442675,8,2031,242233
KR_5363442675,8,3364,242431
KR_5363442675,7,1037,278054
KR_5363442675,2,3145,316636
KR_5363442675,2,2055,317794
KR_5363442675,2,3364,318489
KR_5363442675,5,1001,331376
KR_5363442675,5,2055,331739
KR_5363442675,4,1083,332896
KR_5363442675,9,1036,360688
KR_5363442675,9,1036,360853
KR_5363442675,9,1001,364421
KR_5363442675,9,1042,367129
KR_5363442675,3,1001,368286
KR_5363442675,3,1053,369312
