match_id,participantId,itemId,time_stamp
KR_5368920426,5,2055,591511
KR_5368920426,5,2055,594681
KR_5368920426,1,6692,603733
KR_5368920426,1,1036,604889
KR_5368920426,1,1036,604988
KR_5368920426,7,1026,607927
KR_5368920426,7,2055,608852
KR_5368920426,3,3020,649433
KR_5368920426,3,1052,650427
KR_5368920426,8,1037,651021
KR_5368920426,9,1053,651550
KR_5368920426,8,1018,652276
KR_5368920426,8,1036,652639
KR_5368920426,10,2055,657991
KR_5368920426,10,2055,658289
KR_5368920426,4,3508,691097
KR_5368920426,2,6632,691361
KR_5368920426,2,2055,692616
KR_5368920426,4,1036,692880
KR_5368920426,5,3067,694267
KR_5368920426,5,2055,695192
KR_5368920426,5,2055,695390
KR_5368920426,6,1028,702196
KR_5368920426,1,3004,749408
KR_5368920426,1,2055,753569
KR_5368920426,5,2055,758853
KR_5368920426,4,3006,762123
KR_5368920426,8,6671,763577
KR_5368920426,8,3364,765427
KR_5368920426,7,3108,773888
KR_5368920426,10,3067,774713
KR_5368920426,9,6673,782813
KR_5368920426,3,3802,802763
KR_5368920426,3,3363,806958
KR_5368920426,3,1052,808543
KR_5368920426,8,3111,850525
KR_5368920426,8,1036,900610
KR_5368920426,8,2055,901501
KR_5368920426,3,6653,904542
KR_5368920426,1,3047,906788
KR_5368920426,3,4630,909332
KR_5368920426,1,3364,916336
KR_5368920426,1,1036,922117
KR_5368920426,2,3006,922711
KR_5368920426,2,1043,923868
KR_5368920426,2,2055,924595
KR_5368920426,10,1029,925817
KR_5368920426,10,2055,926544
KR_5368920426,6,3044,934010
KR_5368920426,6,6029,934868
KR_5368920426,6,1028,938700
KR_5368920426,5,1033,940549
KR_5368920426,4,6670,940913
KR_5368920426,4,1053,941871
KR_5368920426,4,3363,942895
KR_5368920426,5,1029,944084
KR_5368920426,5,2055,944978
KR_5368920426,5,2055,945143
KR_5368920426,9,3006,957006
KR_5368920426,9,2055,959979
KR_5368920426,6,3067,1008972
KR_5368920426,7,4636,1019575
KR_5368920426,1,3133,1037257
KR_5368920426,1,2055,1037953
KR_5368920426,5,3190,1061405
KR_5368920426,5,2055,1062429
KR_5368920426,4,6673,1062561
KR_5368920426,4,2055,1063354
KR_5368920426,8,3035,1063453
KR_5368920426,8,1036,1064377
KR_5368920426,3,1026,1067152
KR_5368920426,6,6630,1072966
KR_5368920426,10,3105,1142479
KR_5368920426,7,2420,1158369
KR_5368920426,7,2055,1158833
KR_5368920426,7,2055,1159064
KR_5368920426,6,1036,1161408
KR_5368920426,9,3134,1166662
KR_5368920426,8,1036,1172707
KR_5383227155,6,1054,2716
KR_5383227155,6,2003,2716
KR_5383227155,6,3340,3047
KR_5383227155,7,1035,4973
KR_5383227155,7,3340,5336
KR_5383227155,7,2031,5636
KR_5383227155,10,3858,7191
KR_5383227155,10,2003,7191
KR_5383227155,10,2003,7191
KR_5383227155,10,3340,7490
KR_5383227155,1,1036,7923
KR_5383227155,1,2031,8352
KR_5383227155,1,3340,8518
KR_5383227155,5,3858,9878
KR_5383227155,5,2003,9878
KR_5383227155,5,2003,9878
KR_5383227155,5,3340,10242
KR_5383227155,3,1036,11506
KR_5383227155,3,2031,12237
KR_5383227155,8,1036,13297
KR_5383227155,8,2031,13893
KR_5383227155,3,1054,14357
KR_5383227155,3,2003,14955
KR_5383227155,2,1035,15120
KR_5383227155,2,3340,15419
KR_5383227155,2,2031,15617
KR_5383227155,9,1083,21386
KR_5383227155,9,2003,21819
KR_5383227155,9,3340,21951
KR_5383227155,4,1056,24434
KR_5383227155,4,2003,24434
KR_5383227155,4,2003,24434
KR_5383227155,5,3364,46675
KR_5383227155,10,3364,56250
KR_5383227155,2,3364,68062
KR_5383227155,8,2055,151362
KR_5383227155,9,1036,166979
KR_5383227155,6,2031,213493
KR_5383227155,1,3134,253090
KR_5383227155,1,1036,255177
KR_5383227155,1,1036,255309
KR_5383227155,7,1026,257265
KR_5383227155,3,1036,258653
KR_5383227155,7,3364,259149
KR_5383227155,3,2031,259314
KR_5383227155,7,2055,259413
KR_5383227155,5,1028,263881
KR_5383227155,2,6029,264078
KR_5383227155,5,2031,264739
KR_5383227155,5,2055,265235
KR_5383227155,2,1028,266722
KR_5383227155,4,3070,269006
KR_5383227155,4,1052,269503
KR_5383227155,8,6670,270001
KR_5383227155,8,1037,272514
KR_5383227155,4,2031,272646
KR_5383227155,8,1036,274566
KR_5383227155,10,2031,289018
KR_5383227155,9,1053,289281
KR_5383227155,10,1001,289810
KR_5383227155,9,2003,291034
KR_5383227155,10,1028,292292
KR_5383227155,10,2055,292954
KR_5383227155,10,2055,293185
KR_5383227155,1,3070,301726
KR_5383227155,6,1001,306416
KR_5383227155,6,3067,308699
KR_5383227155,4,1052,349880
KR_5383227155,4,2055,350677
KR_5383227155,9,1001,355260
KR_5383227155,9,2003,356216
KR_5383227155,6,1028,390938
KR_5383227155,2,3044,395775
KR_5383227155,7,3145,396205
KR_5383227155,2,2055,396502
KR_5383227155,6,2055,403052
KR_5383227155,8,6670,408088
KR_5383227155,3,3134,422288
KR_5383227155,3,1001,422916
KR_5383227155,3,1036,423446
KR_5383227155,1,6692,434133
KR_5383227155,10,3047,473774
KR_5383227155,10,3067,475628
KR_5383227155,10,1028,488669
KR_5383227155,7,1028,504723
KR_5383227155,7,2055,505420
KR_5383227155,8,6671,523258
KR_5383227155,5,3047,533064
KR_5383227155,5,3067,534322
KR_5383227155,6,1001,540947
KR_5383227155,6,1036,541378
KR_5383227155,3,3158,542736
KR_5383227155,5,2055,543168
KR_5383227155,3,1036,543565
KR_5383227155,2,6630,567839
KR_5383227155,2,2055,568899
KR_5383227155,4,3802,583262
KR_5383227155,4,3020,583892
KR_5383227155,4,1052,584453
KR_5383227155,10,2055,609647
KR_5383227155,10,1011,610475
KR_5383227155,9,6670,611800
KR_5383227155,9,1042,613191
KR_5383227155,1,3133,664540
KR_5383227155,10,2055,665933
KR_5383227155,1,3134,685418
KR_5383227155,6,3044,690289
KR_5383227155,6,2055,691580
KR_5383227155,5,1029,695846
KR_5383227155,5,1033,696078
KR_5383227155,4,6653,699089
KR_5383227155,9,3006,700510
KR_5383227155,8,3047,703021
KR_5383227155,7,3152,703384
KR_5383227155,7,1052,704577
KR_5383227155,5,2055,705638
KR_5383227155,5,2055,705804
KR_5383227155,3,6693,705836
KR_5383227155,4,3145,706464
KR_5383227155,3,2055,707060
KR_5383227155,8,2055,707720
KR_5383227155,4,2055,708117
KR_5383227155,3,3364,709078
KR_5383227155,2,3047,724023
KR_5383227155,2,3044,732411
KR_5383227155,3,1036,780782
KR_5383227155,3,2055,784589
KR_5383227155,2,1028,839194
KR_5383227155,2,2055,839693
KR_5383227155,8,3035,843174
KR_5383227155,8,1036,843735
KR_5383227155,10,8001,857963
KR_5383227155,10,2055,858856
KR_5383227155,9,6673,864252
KR_5383227155,9,3363,865079
KR_5383227155,6,6632,872499
KR_5383227155,6,2055,872996
KR_5383227155,6,3364,874654
KR_5383227155,5,3190,876378
KR_5383227155,5,2055,876844
KR_5383227155,1,3004,880822
KR_5383227155,1,1036,881684
KR_5383227155,1,2055,882115
KR_5383227155,1,3364,882413
KR_5383227155,7,3020,896855
KR_5383227155,7,2055,897751
KR_5383227155,4,4628,943494
KR_5383227155,4,2055,944190
KR_5383227155,4,2055,944289
KR_5383227155,4,3363,944654
KR_5383227155,7,2055,949122
KR_5383227155,10,2055,961838
KR_5383227155,8,3133,962237
KR_5383227155,2,1037,964987
KR_5383227155,10,1028,972776
KR_5383227155,5,3067,976493
KR_5383227155,9,1036,981389
KR_5383227155,9,1036,981554
KR_5383227155,6,1028,991756
KR_5383227155,3,3134,993378
KR_5383227155,3,1037,993973
KR_5383227155,1,6695,1038356
KR_5383227155,7,2420,1039282
KR_5383227155,7,1029,1040505
KR_5383227155,9,3134,1040901
KR_5383227155,7,2055,1041860
KR_5383227155,6,1029,1061631
KR_5383227155,6,3047,1062196
KR_5383227155,5,1029,1066275
KR_5383227155,2,3053,1079491
KR_5383227155,3,6695,1106843
KR_5383227155,8,6694,1109366
KR_5383227155,10,3067,1110627
KR_5383227155,10,2055,1111389
KR_5383227155,10,2055,1111522
KR_5383227155,8,1036,1112681
KR_5383227155,8,1036,1112814
KR_5383227155,7,3108,1177007
KR_5383227155,7,2055,1178500
KR_5383227155,6,1036,1188179
KR_5383227155,3,1036,1192649
KR_5383227155,9,1037,1192846
KR_5383227155,5,3024,1194300
KR_5383227155,1,3047,1195061
KR_5383227155,5,2055,1195427
KR_5383227155,5,2055,1195592
KR_5383227155,1,3133,1195691
KR_5383227155,6,1036,1206149
KR_5383227155,3,1036,1207343
KR_5383227155,8,3133,1213541
KR_5383227155,8,3067,1216058
KR_5383227155,2,3051,1250706
KR_5383227155,2,1033,1251433
KR_5383227155,2,2055,1252030
KR_5383227155,4,3089,1261332
KR_5383227155,9,1018,1312091
KR_5383227155,8,3071,1337796
KR_5363269757,7,1035,2830
KR_5363269757,3,1039,3028
KR_5363269757,7,2031,3259
KR_5363269757,3,3340,3623
KR_5363269757,10,3858,3788
KR_5363269757,3,2031,4020
KR_5363269757,10,2003,4119
KR_5363269757,10,2003,4251
KR_5363269757,10,3340,4383
KR_5363269757,8,2033,4647
KR_5363269757,4,1036,5539
KR_5363269757,4,3340,6034
KR_5363269757,4,2003,6298
KR_5363269757,4,2003,6496
KR_5363269757,4,2003,6628
KR_5363269757,5,3858,7883
KR_5363269757,5,2003,7883
KR_5363269757,5,2003,7883
KR_5363269757,5,3340,8247
KR_5363269757,10,3364,8940
KR_5363269757,6,1055,9602
KR_5363269757,6,2003,9602
KR_5363269757,6,3340,10097
KR_5363269757,7,3364,13961
KR_5363269757,2,2033,15150
KR_5363269757,1,1054,15216
KR_5363269757,1,2003,15216
KR_5363269757,2,3340,15546
KR_5363269757,9,1055,19115
KR_5363269757,9,2003,19610
KR_5363269757,9,3340,19775
KR_5363269757,5,3364,45472
KR_5363269757,7,2055,134014
KR_5363269757,2,1001,172794
KR_5363269757,2,1082,173554
KR_5363269757,8,1082,178640
KR_5363269757,8,2055,179433
KR_5363269757,2,2055,180227
KR_5363269757,4,1083,208001
KR_5363269757,3,1036,229307
KR_5363269757,3,1036,231487
KR_5363269757,3,2055,231883
KR_5363269757,10,1028,239382
KR_5363269757,10,2055,239679
KR_5363269757,10,2055,239811
KR_5363269757,9,6670,245926
KR_5363269757,5,1028,269443
KR_5363269757,5,2055,270236
KR_5363269757,1,3057,271062
KR_5363269757,1,2003,277172
KR_5363269757,6,1083,304599
KR_5363269757,2,1052,304996
KR_5363269757,6,3057,305755
KR_5363269757,1,1029,306085
KR_5363269757,6,1036,306284
KR_5363269757,1,2003,306713
KR_5363269757,6,2003,307010
KR_5363269757,6,2003,307241
KR_5363269757,7,3057,318936
KR_5363269757,7,3044,319200
KR_5363269757,8,3158,320752
KR_5363269757,8,2055,321546
KR_5363269757,2,1052,386898
KR_5363269757,3,1001,390532
KR_5363269757,3,2055,390763
KR_5363269757,6,1028,397902
KR_5363269757,6,2003,398398
KR_5363269757,6,2003,398629
KR_5363269757,4,6670,400248
KR_5363269757,1,3076,423345
KR_5363269757,1,2031,424898
KR_5363269757,7,3067,435931
KR_5363269757,7,2055,437351
KR_5363269757,8,3802,445145
KR_5363269757,8,3364,448742
KR_5363269757,9,3006,449897
KR_5363269757,10,3047,452308
KR_5363269757,10,2055,452572
KR_5363269757,9,3057,453629
KR_5363269757,9,1036,454125
KR_5363269757,5,3067,454653
KR_5363269757,9,1001,455876
KR_5363269757,5,1001,456437
KR_5363269757,9,1036,456503
KR_5363269757,2,3802,472796
KR_5363269757,2,2055,473654
KR_5363269757,3,3134,516962
KR_5363269757,3,1036,517491
KR_5363269757,6,3051,518283
KR_5363269757,6,2003,519440
KR_5363269757,6,2003,519638
KR_5363269757,8,1026,576538
KR_5363269757,8,3067,578717
KR_5363269757,1,1036,580965
KR_5363269757,1,1028,581262
KR_5363269757,9,3133,581824
KR_5363269757,9,2055,584303
KR_5363269757,4,1037,608284
KR_5363269757,4,1001,609012
KR_5363269757,5,1033,609905
KR_5363269757,3,1036,627645
KR_5363269757,3,1036,629659
KR_5363269757,3,2055,629990
KR_5363269757,10,3067,632567
KR_5363269757,10,1029,633327
KR_5363269757,10,2055,633558
KR_5363269757,2,3108,672858
KR_5363269757,8,6656,673188
KR_5363269757,6,3078,679399
KR_5363269757,1,3044,684948
KR_5363269757,6,2003,685872
KR_5363269757,7,6632,688217
KR_5363269757,7,3111,689110
KR_5363269757,7,1036,689935
KR_5363269757,7,2055,690298
KR_5363269757,7,2055,690464
KR_5363269757,4,1018,698325
KR_5363269757,5,1029,725979
KR_5363269757,2,6653,727433
KR_5363269757,10,1033,751854
KR_5363269757,9,3508,755060
KR_5363269757,9,3006,756117
KR_5363269757,6,1037,769992
KR_5363269757,6,2055,771942
KR_5363269757,3,6029,772570
KR_5363269757,8,3086,773230
KR_5363269757,8,3094,864097
KR_5363269757,9,1037,867735
KR_5363269757,8,3041,868890
KR_5363269757,1,6632,869881
KR_5363269757,1,1029,870674
KR_5363269757,4,6672,870773
KR_5363269757,4,1042,871962
KR_5363269757,10,3190,887587
KR_5363269757,10,2055,888413
KR_5363269757,10,2055,888545
